,Title,Occupation,Company,Company Location,Specs,Link
364,System Administrator Title,"['Full Time', 'On-site']",Confidential ,"Heliopolis, Cairo, Egypt ",Experienced · 3 - 7 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Communication · Computer Science · Information Technology (IT) · Engineering · MCSA · networks · LAN,https://wuzzuf.net/jobs/p/rR9zjopbueXp-System-Administrator-Title-Cairo-Egypt
365,PHP Backend Developer (Laravel-php-FullTime-Remote),"['Full Time', 'Remote']",Confidential ,"Alexandria, Egypt ",Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · RESTful APIs · Information Technology (IT) · MySQL · PHP · Software Development · APIs · Computer Science · Laravel,https://wuzzuf.net/jobs/p/Cwqo6eE7j9eO-PHP-Backend-Developer-Laravel-php-FullTime-Remote-Alexandria-Egypt
366,Senior Android Developer,"['Full Time', 'Hybrid']",Paymob Solutions ,"Maadi, Cairo, Egypt ",Experienced · 3 - 6 Yrs of Exp · Accounting/Finance · IT/Software Development · Java · Software · Kotlin · Software Development · Design · Git · JSON · UI,https://wuzzuf.net/jobs/p/4QiHFTSR4YAs-Senior-Android-Developer-Paymob-Solutions-Cairo-Egypt
367,Remote - Data Entry Jobs (Part/Full Time),['Full Time'],"Quivelz Import & Export, LLC ","Riyadh, Saudi Arabia ",Not specified · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · Engineering · Installation · Software Engineering · Computer Engineering,https://wuzzuf.net/jobs/p/g/yrWrjtLuoVFf-Remote---Data-Entry-Jobs-PartFull-Time-Quivelz-Import-Export-LLC-Riyadh-Saudi-Arabia
368,Senior SEO Specialist,"['Full Time', 'Remote']",marketing experts ,"Nasr City, Cairo, Egypt ",Experienced · 2 - 5 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · SEO · seo specialist · Marketing · Search Engine · Digital Marketing · Computer Science · E-Marketing · Web Marketing,https://wuzzuf.net/jobs/p/6o5gmPO4LxnS-Senior-SEO-Specialist-marketing-experts-Cairo-Egypt
369,Senior Mernstack Developer,"['Full Time', 'Remote']",Capital Numbers Infotech Limited ,"Cairo, Egypt ",Experienced · 4 - 7 Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · React · React.js · Node.js · MERN · MongoDB · MySQL · Typescript · next,https://wuzzuf.net/jobs/p/kdSLHKoNdchC-Senior-Mernstack-Developer-Capital-Numbers-Infotech-Limited-Cairo-Egypt
370,PHP Full Stack Developer - Alexandria,"['Full Time', 'On-site']",SchoolEveryWhere ,"Alexandria, Egypt ",Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · Software Development · Information Technology (IT) · Computer Science · ITI · AJAX · CSS · HTML,https://wuzzuf.net/jobs/p/IU5W4bajj9Oi-PHP-Full-Stack-Developer---Alexandria-SchoolEveryWhere-Alexandria-Egypt
371,IT Specialist - Sokhna,"['Full Time', 'On-site']",Confidential ,"Ain Sokhna, Suez, Egypt ",Experienced · 3+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Install · CCNA · CCNA Voice · SQL Server · Troubleshoot · Maintenance · Information Technology (IT),https://wuzzuf.net/jobs/p/WtDZXL4YEaiX-IT-Specialist---Sokhna-Suez-Egypt
372,Senior iOS Developer (Native),"['Full Time', 'Freelance / Project', 'Remote']",RDI ,"Dokki, Giza, Egypt ",Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · React Native · Native · iOS · Mobile Development · Computer Science · UI/UX · Swift · Software Development,https://wuzzuf.net/jobs/p/m7itpRKIlXkv-Senior-iOS-Developer-Native-RDI-Giza-Egypt
373,IT Help Desk and Infrastructure,"['Full Time', 'On-site']",Confidential ,"6th of October, Giza, Egypt ",Experienced · 5 - 6 Yrs of Exp · IT/Software Development · CCNA · computer · Computer Hardware · Computer Science · Firewall · Help desk · Information technology · MCSA · Installation,https://wuzzuf.net/jobs/p/usSU9sA2GU9N-IT-Help-Desk-and-Infrastructure-Giza-Egypt
374,Laravel Developer,"['Full Time', 'Hybrid']",34ML ,"Heliopolis, Cairo, Egypt ",Entry Level · 1 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Software Development · Information Technology (IT) · Software Engineering · MVC · Engineering · Git,https://wuzzuf.net/jobs/p/6vKLm0QlbqR6-Laravel-Developer-34ML-Cairo-Egypt
375,Senior .Net Software Developer,"['Full Time', 'Hybrid']",BI-Technologies ,"New Cairo, Cairo, Egypt ",Experienced · 2 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Engineering · Software Development · ASP.NET · SQL · javaScript · jQuery,https://wuzzuf.net/jobs/p/AH1duet35xEH-Senior-Net-Software-Developer-BI-Technologies-Cairo-Egypt
376,Full Stack Developer,"['Full Time', 'Hybrid']",3S Software ,"Nasr City, Cairo, Egypt ",Experienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · MySQL · MVC · Information Technology (IT) · JavaScript · HTML5 · HTML · API,https://wuzzuf.net/jobs/p/1biPGCem2NQ6-Full-Stack-Developer-3S-Software-Cairo-Egypt
377,Vice President,"['Full Time', 'On-site']",Confidential ,"Hail, Saudi Arabia ",Senior Management · 5 - 10 Yrs of Exp · males_only · Administration · Business Development · Operations/Management · business · Business Management · Computer Science · Engineering · Executive · Information Technology (IT) · Management,https://wuzzuf.net/jobs/p/agm8Gn5mJvX2-Vice-President-Hail-Saudi-Arabia
378,senior quality assurance specialist (KSA),"['Full Time', 'On-site']",Exception Patisserie ,"Riyadh, Saudi Arabia ",Experienced · 3 - 10 Yrs of Exp · Hospitality/Hotels/Food Services · Manufacturing/Production · Quality · quality · Quality Assurance · Quality Control · QA · Food Manufacturing · Food Science · Food Safety Management System,https://wuzzuf.net/jobs/p/ZdmAcCckSHaz-senior-quality-assurance-specialist-KSA-Exception-Patisserie-Riyadh-Saudi-Arabia
379,Software Developer-Internship,"['Internship', 'Hybrid']",TTC Technologies ,"Heliopolis, Cairo, Egypt ",Student · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · CSS · HTML · Java · OOP · computer · Software Development,https://wuzzuf.net/internship/8XNlPX1zxI8x-Software-Developer-Internship-TTC-Technologies-Cairo-Egypt
380,flutter developer,"['Full Time', 'On-site']",Al Medadsoft ,"Nasr City, Cairo, Egypt ",Experienced · 3 - 7 Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · Android · Computer Science · flutter · Mobile Development,https://wuzzuf.net/jobs/p/HssQTtXeA8OR-flutter-developer-Al-Medadsoft-Cairo-Egypt
381,Web Administrator and developer,"['Full Time', 'Hybrid']",Confidential ,"Mokattam, Cairo, Egypt ",Experienced · 3 - 6 Yrs of Exp · Administration · IT/Software Development · Web Administration · Development · Web Development · Computer Science · Django · Information Technology (IT) · PHP · Software Development,https://wuzzuf.net/jobs/p/aixLqsRaoshL-Web-Administrator-and-developer-Cairo-Egypt
382,Production Specialist (Packaging),"['Full Time', 'On-site']",Confidential ,"Badr City, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · R&D/Science · Manufacturing/Production · Pharmaceutical · Pharmacy · Production · Science · Packaging · Production Management · GMP,https://wuzzuf.net/jobs/p/ngq8mCMOvcM6-Production-Specialist-Packaging-Cairo-Egypt
383,Procurement Manager - Pharmaceutical,"['Full Time', 'On-site']",Confidential ,"Cairo, Egypt ",Manager · 8 - 10 Yrs of Exp · Manufacturing/Production · Pharmaceutical · Purchasing/Procurement · Purchasing · Pharma · Pharmacy · Pharmaceutical · Procurement · Management · Procurement Management,https://wuzzuf.net/jobs/p/cdpCshYwS57e-Procurement-Manager---Pharmaceutical-Cairo-Egypt
384,Procurement Manager - KSA,"['Full Time', 'On-site']",Confidential ,"Rabigh, Saudi Arabia ",Manager · 10+ Yrs of Exp · Logistics/Supply Chain · Pharmaceutical · Purchasing/Procurement · Procurement · Pharmaceutical · Pharmaceutical Industry · Purchasing · Science · Supply Chain · English,https://wuzzuf.net/jobs/p/axiXSqNx2hHt-Procurement-Manager---KSA-Rabigh-Saudi-Arabia
385,ChatBot Developer,"['Full Time', 'Hybrid']",Efada Technology ,"6th of October, Giza, Egypt ",Entry Level · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Development · chatbot · Microservices,https://wuzzuf.net/jobs/p/8m9FcwF6oWEi-ChatBot-Developer-Efada-Technology-Giza-Egypt
386,Senior Full stack developer .Net/Angular,"['Full Time', 'On-site']",GAMP LTD ,"Smouha, Alexandria, Egypt ",Experienced · 5 - 10 Yrs of Exp · IT/Software Development · Angular · Computer Science · Full Stack Developer · Full Stack · developer · Information Technology (IT) · JavaScript · NET · Software Development,https://wuzzuf.net/jobs/p/2t0fJoDmZ1YI-Senior-Full-stack-developer-NetAngular-GAMP-LTD-Alexandria-Egypt
387,IT Manager,"['Full Time', 'On-site']",LYCHEE EGYPT ,"New Cairo, Cairo, Egypt ",Senior Management · 10 - 17 Yrs of Exp · IT/Software Development · Computer Engineering · ERP · Information Technology (IT) · IT · Computer Science · computer · Project Management · Skills,https://wuzzuf.net/jobs/p/8fyVHc8w4mGc-IT-Manager-LYCHEE-EGYPT-Cairo-Egypt
388,IT Help Desk,"['Full Time', 'On-site']",Original International For trailers ,"Obour City, Cairo, Egypt ",Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Help desk · Communication · Information Technology (IT) · computer · Computer Engineering · Computer Science · Engineering,https://wuzzuf.net/jobs/p/r1FrNueRX7Je-IT-Help-Desk-Original-International-For-trailers-Cairo-Egypt
389,Sales Specialist,"['Full Time', 'On-site']",compusharaf ,"Maadi, Cairo, Egypt ",Experienced · 1 - 3 Yrs of Exp · IT/Software Development · Sales/Retail · Computer Science · IT sales · sales skills · Sales · Sales Target · Communication · Information Technology (IT),https://wuzzuf.net/jobs/p/74qQlWt05auJ-Sales-Specialist-compusharaf-Cairo-Egypt
390,QA Documentation Officer,"['Full Time', 'On-site']",Confidential ,"Badr City, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · Quality · Pharmaceutical · QA · GMP · quality · Quality Assurance · GDP · Pharmacy · Science,https://wuzzuf.net/jobs/p/BpFXCvsojRxP-QA-Documentation-Officer-Cairo-Egypt
391,Senior Full Stack Developer,"['Full Time', 'Remote']",Confidential ,"New York City, United States ",Experienced · 4 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Full Stack · JavaScript · MongoDB · Node.js · React · Apollo · GraphQL,https://wuzzuf.net/jobs/p/9eaP0td4Hi0k-Senior-Full-Stack-Developer-New-York-City-United-States
392,Medical Representative - Mohandessin,"['Full Time', 'On-site']",PRT Scientific Office ,"Mohandessin, Giza, Egypt ",Entry Level · 0 - 5 Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical · Pharmacy · Veterinary · Medicine · Sales · Pharmaceutical · Cosmetics · Science,https://wuzzuf.net/jobs/p/nslEukMz2uHL-Medical-Representative---Mohandessin-PRT-Scientific-Office-Giza-Egypt
393,Junior Quality Assurance,"['Full Time', 'Hybrid']",Yodawy Med ,"Giza, Egypt ",Entry Level · 0 - 2 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · QA · quality · Quality Assurance · Software Development · Software Engineering · Testing · Software,https://wuzzuf.net/jobs/p/axJkHrmzeoUi-Junior-Quality-Assurance-Yodawy-Med-Giza-Egypt
394,Full Stack Developer-MERN,"['Full Time', 'Remote']",Confidential ,"Cairo, Egypt ",Experienced · 4 - 7 Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · React · React.js · Node.js · MERN · MongoDB · MySQL · Typescript · next,https://wuzzuf.net/jobs/p/o1LmNTV8pogc-Full-Stack-Developer-MERN-Cairo-Egypt
395,Junior Operations Engineer - Network/Cloud,"['Full Time', 'On-site']",Link Datacenter ,"Giza, Egypt ",Entry Level · 0 - 1 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Communication · Operations · Project Management · SQL · Management · Communication skills,https://wuzzuf.net/jobs/p/3CjK4zAxW3XG-Junior-Operations-Engineer---NetworkCloud-Link-Datacenter-Giza-Egypt
396,Microsoft Dynamics CRM Technical Consultant,"['Full Time', 'Remote']",Confidential ,"Jeddah, Saudi Arabia ",Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Dynamics CRM · Microsoft Dynamics · Microsoft Dynamics CRM · Engineering,https://wuzzuf.net/jobs/p/EvPMYrhID3UP-Microsoft-Dynamics-CRM-Technical-Consultant-Jeddah-Saudi-Arabia
397,Digital Data Specialist,['Full Time'],StriveNest ,"Riyadh, Saudi Arabia ",Entry Level · Administration · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · Social Media · Digital Marketing · E-marketing · Media · SEO · Online Marketing,https://wuzzuf.net/jobs/p/g/A69KVXCRViHI-Digital-Data-Specialist-StriveNest-Riyadh-Saudi-Arabia
398,Full Stack Developer,"['Freelance / Project', 'Remote']","N of 1, Inc. ","Los Angeles, United States ",Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · MongoDB · React · JavaScript · node.js · Angular · Computer Science · front-end · Information Technology (IT),https://wuzzuf.net/jobs/p/uxkYcOTOXAOj-Full-Stack-Developer-N-of-1-Inc-Los-Angeles-United-States
399,IT System Administration Team Leader,"['Full Time', 'On-site']",Confidential ,"Heliopolis, Cairo, Egypt ",Experienced · 5 - 7 Yrs of Exp · males_only · IT/Software Development · System Administration · System Admin · Computer Science · Information Technology (IT) · Vmware · SQL · ITIL · IT · MCSA,https://wuzzuf.net/jobs/p/MiPmA5PxFFJS-IT-System-Administration-Team-Leader-Cairo-Egypt
400,Microsoft Dynamics AX/365 Technical Consultant,"['Full Time', 'Remote']",Confidential ,"Jeddah, Saudi Arabia ",Experienced · 7+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Dynamics AX · ERP · Dynamics · Microsoft Dynamics · Microsoft Dynamics AX · Computer Science · Consulting,https://wuzzuf.net/jobs/p/Obr0zSNCX3eF-Microsoft-Dynamics-AX365-Technical-Consultant-Jeddah-Saudi-Arabia
401,Senior Laravel Backend Developer,"['Full Time', 'Hybrid']",EL KHETA ,"San Stefano, Alexandria, Egypt ",Experienced · 5+ Yrs of Exp · IT/Software Development · senior laravel backend developer · Laravel · backend developer · Vue.js · GraphQL · php · MVC · SQL · Git,https://wuzzuf.net/jobs/p/qM9p7VNp8Qmp-Senior-Laravel-Backend-Developer-EL-KHETA-Alexandria-Egypt
402,IT Team Lead,"['Full Time', 'On-site']",Döhler Group ,"6th of October, Giza, Egypt ",Manager · 5 - 7 Yrs of Exp · IT/Software Development · CCNA · computer · Computer Science · Information Technology (IT) · Leadership skills · SAP · Technology · Leadership · English,https://wuzzuf.net/jobs/p/0ouAOpDFqJ7L-IT-Team-Lead-Döhler-Group-Giza-Egypt
403,Odoo Functional Consultant,"['Full Time', 'On-site']",Informatique Education ,"Nasr City, Cairo, Egypt ",Experienced · 2 - 3 Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Analysis · Accounting · Computer Science · Consulting · ERP · Information Technology (IT) · IT,https://wuzzuf.net/jobs/p/DCZwegPraNkC-Odoo-Functional-Consultant-Informatique-Education-Cairo-Egypt
404,Senior Full Stack Developer,"['Full Time', 'On-site']",Ibn Sina Pharma ,"Maadi, Cairo, Egypt ",Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Computer Science · React · HTML · .Net · Node.js · CSS · JavaScript,https://wuzzuf.net/jobs/p/4TOmbxizc06L-Senior-Full-Stack-Developer-Ibn-Sina-Pharma-Cairo-Egypt
405,Microsoft Dynamics AX/365 Finance and Project Accounting Consultant,"['Full Time', 'On-site']",Confidential ,"Jeddah, Saudi Arabia ",Experienced · 7+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Ax · Dynamics AX · Finance · Accounting · Dynamics 365 · ERP · Computer Science · Dynamics,https://wuzzuf.net/jobs/p/p9U3A9KTG51i-Microsoft-Dynamics-AX365-Finance-and-Project-Accounting-Consultant-Jeddah-Saudi-Arabia
406,Cybersecurity Presales Engineer,"['Full Time', 'On-site']",Alkan CIT ,"Mokattam, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Other · Cybersecurity · Engineering · Information Technology (IT) · Presales · Computer Science,https://wuzzuf.net/jobs/p/JdyK2AtRMVIj-Cybersecurity-Presales-Engineer-Alkan-CIT-Cairo-Egypt
407,Service Center Lead,['Freelance / Project'],SOSi ,"Doha, Qatar ",Entry Level · Customer Service/Support · Operations/Management · Sales/Retail · Customer Service · Customer Care · Customer Support · Call Center · Sales · Sales Skills · Administration,https://wuzzuf.net/jobs/p/g/l5JSx3Qxoy1F-Service-Center-Lead-SOSi-Doha-Qatar
408,Senior MERN Developer,"['Full Time', 'Remote']",Capital Numbers Infotech Limited ,"Cairo, Egypt ",Experienced · 4 - 7 Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · React · React.js · Node.js · MERN · MongoDB · MySQL · Typescript · next,https://wuzzuf.net/jobs/p/RhzmfTQvCsZf-Senior-MERN-Developer-Capital-Numbers-Infotech-Limited-Cairo-Egypt
409,Odoo Developer,"['Full Time', 'Hybrid']",Yodawy Med ,"Giza, Egypt ",Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Design · Git · HTML · Information Technology (IT) · JavaScript · Odoo · ORM,https://wuzzuf.net/jobs/p/ZpdLYfNPR9kL-Odoo-Developer-Yodawy-Med-Giza-Egypt
410,Security Supervisor,['Full Time'],Millennium Central Kuwait Downtown Hotel ,"Kuwait City, Kuwait ",Experienced · IT/Software Development · Legal · Engineering - Telecom/Technology · Security · Information Technology (IT) · Computer Science · Engineering · CISSP · CISM · Computer Engineering,https://wuzzuf.net/jobs/p/g/Gwn5moyr4uD6-Security-Supervisor-Millennium-Central-Kuwait-Downtown-Hotel-Kuwait-City-Kuwait
411,Tech Assistant (F/M/NB),['Full Time'],MAMA SHELTER LISBOA ,"Dubai, United Arab Emirates ",Entry Level · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · information technology (it) · computer science · help desk · installation · troubleshooting · maintenance · software,https://wuzzuf.net/jobs/p/g/gsTCTt3h8fLD-Tech-Assistant-FMNB-MAMA-SHELTER-LISBOA-Dubai-United-Arab-Emirates
412,Oracle Apps Developer,"['Full Time', 'On-site']",EPP  ,"Cairo, Egypt ",Experienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Oracle SQL and PL/SQL · OAF · Information Technology (IT) · PL/SQL · Oracle Forms · Oracle · Software Development · SQL,https://wuzzuf.net/jobs/p/2eMIj8uoxtuS-Oracle-Apps-Developer-EPP-Cairo-Egypt
413,DAZU - React Frontend Developer,"['Full Time', 'Hybrid']",Bright Creations ,"Smart Village, Giza, Egypt ",Entry Level · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Sass · JavaScript · CSS · UI · Frontend · HTML5 · Software Development · Vue.js,https://wuzzuf.net/jobs/p/l4HrnrEU5xws-DAZU---React-Frontend-Developer-Bright-Creations-Giza-Egypt
414,DAZU Pay - Python Developer (FinTech),"['Full Time', 'Freelance / Project', 'Hybrid']",Bright Creations ,"Smart Village, Giza, Egypt ",Entry Level · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python · Django · Flask · Python Scripting · Web Scraping · WWeb Scraping · CI · Computer Science,https://wuzzuf.net/jobs/p/fAigo2QoJCS5-DAZU-Pay---Python-Developer-FinTech-Bright-Creations-Giza-Egypt
415,Backend Developer (Laravel),"['Full Time', 'Hybrid']",Bright Creations ,"Smart Village, Giza, Egypt ",Entry Level · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · APIs · Laravel · PHP · Back-End Development · Full Stack Development · Computer Science · Information Technology (IT),https://wuzzuf.net/jobs/p/a19ptHNIGRgq-Backend-Developer-Laravel-Bright-Creations-Giza-Egypt
416,Senior PHP Developer,"['Full Time', 'On-site']",Wakeb Data ,"Giza, Egypt ",Experienced · 4 - 7 Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · Agile · PHP · Computer Science · Software Engineering · Laravel · Information Technology (IT) · Software Development,https://wuzzuf.net/jobs/p/jwU0BNX0lOMf-Senior-PHP-Developer-Wakeb-Data-Giza-Egypt
417,Protection Assistant,['Full Time'],"UNHCR, the UN Refugee Agency ","Kuwait City, Kuwait ",Entry Level · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · information technology (it) · computer science · engineering · microsoft office · english · quality · analysis,https://wuzzuf.net/jobs/p/g/Tnx38j58GKWs-Protection-Assistant-UNHCR-the-UN-Refugee-Agency-Kuwait-City-Kuwait
418,Senior Software Tester,"['Full Time', 'Hybrid']",intrazero ,"Nasr City, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Software Testing · Quality Control · Software Development · Information Technology (IT) · Mobile Testing · Security Testing · Computer Science,https://wuzzuf.net/jobs/p/2XoI8QVqAHSa-Senior-Software-Tester-intrazero-Cairo-Egypt
419,Senior Blockchain Developer,"['Full Time', 'On-site']",eVision ,"Cairo, Egypt ",Experienced · 5 - 8 Yrs of Exp · IT/Software Development · Computer Science · Information Technology (IT) · Programming,https://wuzzuf.net/jobs/p/4dBUv7QZOIBs-Senior-Blockchain-Developer-eVision-Cairo-Egypt
420,Senior Business Analyst,"['Full Time', 'On-site']",Confidential ,"Cairo, Egypt ",Experienced · 6 - 10 Yrs of Exp · IT/Software Development · Business Analysis · Information Technology (IT) · Computer Science · Analysis · Software · Business Development,https://wuzzuf.net/jobs/p/tvfFtwQIHpEo-Senior-Business-Analyst-Cairo-Egypt
421,IT Specialist,"['Full Time', 'On-site']",Massachusetts ,"Maadi, Cairo, Egypt ",Experienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · computer · Computer Science · Information Technology (IT) · IT · technical · Communication · Technical Support,https://wuzzuf.net/jobs/p/dXuMFVJpQzNk-IT-Specialist-Massachusetts-Cairo-Egypt
422,Network Administrator,"['Full Time', 'On-site']",Cairoscan ,"Mohandessin, Giza, Egypt ",Experienced · 2 - 3 Yrs of Exp · Hospitality/Hotels/Food Services · IT/Software Development · Engineering - Telecom/Technology · Engineering · network · network administrator · Network Administration · Information Technology (IT) · Computer Science,https://wuzzuf.net/jobs/p/ibwj098SAj5H-Network-Administrator-Cairoscan-Giza-Egypt
423,"Business Process Analyst, GEM",['Full Time'],Boston Scientific ,"Dubai, United Arab Emirates ",Experienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · information technology (it) · computer science · software development · business analysis · analysis · agile · data analysis,https://wuzzuf.net/jobs/p/g/QRT4abG8SNBa-Business-Process-Analyst-GEM-Boston-Scientific-Dubai-United-Arab-Emirates
424,Junior Fund Analyst,['Full Time'],Nama Ventures ,"Riyadh, Saudi Arabia ",Entry Level · Accounting/Finance · IT/Software Development · Analyst/Research · Analysis · Financial Analysis · Commerce · Data Analysis · Finance · Accounting · Microsoft Excel,https://wuzzuf.net/jobs/p/g/FbZWDaXbgGxd-Junior-Fund-Analyst-Nama-Ventures-Riyadh-Saudi-Arabia
425,ETL Developer,['Full Time'],Cognizant ,"Dubai, United Arab Emirates ",Entry Level · IT/Software Development · Quality · Engineering - Telecom/Technology · ETL · Computer Science · Information Technology (IT) · SQL · Software Development · Software Engineering · Oracle,https://wuzzuf.net/jobs/p/g/YJyDNsAFJCCD-ETL-Developer-Cognizant-Dubai-United-Arab-Emirates
426,SAP ABAP Consultant,"['Full Time', 'On-site']",DeltA maser ,"Beheira, Egypt ",Experienced · 5 - 6 Yrs of Exp · Banking · IT/Software Development · Engineering - Telecom/Technology · Analysis · business · ABAP · Computer Science · Information Technology (IT) · SAP · SAP ABAP,https://wuzzuf.net/jobs/p/EZTd8ayQMHig-SAP-ABAP-Consultant-DeltA-maser-Beheira-Egypt
427,Medical reviewer,"['Full Time', 'On-site']",LMS ,"Maadi, Cairo, Egypt ",Experienced · 0 - 1 Yrs of Exp · Medical/Healthcare · Medical · Pharmaceutical Science,https://wuzzuf.net/jobs/p/s02XmTlQpEue-Medical-reviewer-LMS-Cairo-Egypt
428,IT Specialist,"['Full Time', 'On-site']",Confidential ,"Obour City, Cairo, Egypt ",Experienced · 1 - 2 Yrs of Exp · IT/Software Development · Computer Science · Information Technology (IT) · Installation · computer · Technical Support,https://wuzzuf.net/jobs/p/VVqkzm8Zzag1-IT-Specialist-Cairo-Egypt
429,Wordpress Developer,"['Full Time', 'On-site']",Confidential ,"Sheraton, Cairo, Egypt ",Experienced · 2 - 5 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · backend · HTML · JavaScript · MySQL · PHP · SEO · WordPress,https://wuzzuf.net/jobs/p/qQfYyp2J2AxA-Wordpress-Developer-Cairo-Egypt
430,Sr. Configuration Engineer,"['Full Time', 'On-site']",COLAS RAIL Egypt ,"Sheraton, Cairo, Egypt ",Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Computer Engineering · Engineering,https://wuzzuf.net/jobs/p/wexPIPZn6pPk-Sr-Configuration-Engineer-COLAS-RAIL-Egypt-Cairo-Egypt
431,Export Sales Manager - Chemical Industry,"['Full Time', 'On-site']",Confidential ,"6th of October, Giza, Egypt ",Manager · 7 - 10 Yrs of Exp · Customer Service/Support · Operations/Management · Sales/Retail · CRM · Customer Service · Negotiation · Sales · Science · Marketing · Communication,https://wuzzuf.net/jobs/p/lENonDKQDU9o-Export-Sales-Manager---Chemical-Industry-Giza-Egypt
432,Senior C# Developer - DevExpress Experience,"['Full Time', 'Freelance / Project', 'Hybrid']",xTools ,"New Cairo, Cairo, Egypt ",Experienced · 10+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C# · Git · DevExpress · Agile · Software Development · Development · Computer Science · Communication skills,https://wuzzuf.net/jobs/p/ObAMrU7vu5La-Senior-C-Developer---DevExpress-Experience-xTools-Cairo-Egypt
433,Information Processor – Legal Document Management,['Full Time'],StriveNest ,"Kuwait City, Kuwait ",Entry Level · Administration · IT/Software Development · Engineering - Telecom/Technology · information technology (it) · computer science · microsoft office · engineering · software · management · quality,https://wuzzuf.net/jobs/p/g/hj5vOZI0B8jX-Information-Processor-–-Legal-Document-Management-StriveNest-Kuwait-City-Kuwait
434,Product Manager,"['Full Time', 'Hybrid']",Tenjaz ,"Ain Shams, Cairo, Egypt ",Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Computer Science · Engineering · Product · Product Management · Software Development,https://wuzzuf.net/jobs/p/LE1IsIEsZmyY-Product-Manager-Tenjaz-Cairo-Egypt
435,IT MANAGER,"['Full Time', 'On-site']",BELLA DONNA FOR KITTING AND READY MADE GARMENTS ,"Faisal, Giza, Egypt ",Experienced · 5 - 10 Yrs of Exp · Sales/Retail · computer · Computer Science · Information Technology (IT) · IT · Information technology,https://wuzzuf.net/jobs/p/bdcWkgy6D1UH-IT-MANAGER-BELLA-DONNA-FOR-KITTING-AND-READY-MADE-GARMENTS-Giza-Egypt
